tag	i	q	k	actual
sequential	169	0.012255	48.419	29
sequential	170	0.012635	49.901	47
sequential	171	0.013040	51.480	34
sequential	172	0.013375	52.784	33
sequential	173	0.013650	53.855	22
sequential	174	0.013970	55.099	42
sequential	175	0.014295	56.363	23
sequential	176	0.014560	57.392	30
sequential	177	0.014915	58.770	41
sequential	178	0.015325	60.361	41
sequential	179	0.015680	61.737	30
sequential	180	0.016055	63.189	45
sequential	181	0.016560	65.143	56
sequential	182	0.017030	66.960	38
sequential	183	0.017430	68.505	42
sequential	184	0.017940	70.473	60
sequential	185	0.018420	72.323	36
sequential	186	0.018830	73.902	46
sequential	187	0.019270	75.595	42
sequential	188	0.019725	77.344	49
sequential	189	0.020110	78.822	28
sequential	190	0.020505	80.338	51
sequential	191	0.021065	82.485	61
sequential	192	0.021570	84.419	40
sequential	193	0.022015	86.121	49
sequential	194	0.022525	88.070	53
sequential	195	0.023140	90.418	70
sequential	196	0.023780	92.858	58
sequential	197	0.024350	95.028	56
sequential	198	0.024960	97.348	66
sequential	199	0.025535	99.532	49
sequential	200	0.026155	101.884	75
sequential	201	0.026910	104.743	76
sequential	202	0.027575	107.258	57
sequential	203	0.028250	109.808	78
sequential	204	0.029065	112.881	85
sequential	205	0.029950	116.212	92
sequential	206	0.030830	119.518	84
sequential	207	0.031690	122.743	88
sequential	208	0.032565	126.018	87
sequential	209	0.033490	129.474	98
sequential	210	0.034245	132.289	53
sequential	211	0.034920	134.802	82
sequential	212	0.035980	138.742	130
sequential	213	0.037070	142.783	88
sequential	214	0.038175	146.871	133
sequential	215	0.039380	151.317	108
sequential	216	0.040560	155.660	128
sequential	217	0.041710	159.881	102
sequential	218	0.042605	163.159	77
sequential	219	0.043585	166.741	119
sequential	220	0.044635	170.571	91
sequential	221	0.045645	174.246	111
sequential	222	0.046760	178.294	112
sequential	223	0.047805	182.079	97
sequential	224	0.048865	185.909	115
sequential	225	0.049890	189.604	90
sequential	226	0.050875	193.147	107
sequential	227	0.051845	196.628	87
sequential	228	0.053020	200.836	148
sequential	229	0.054250	205.228	98
sequential	230	0.055505	209.697	153
sequential	231	0.057190	215.677	184
sequential	232	0.058535	220.435	85
sequential	233	0.059825	224.984	173
sequential	234	0.061305	230.187	123
sequential	235	0.062730	235.180	162
sequential	236	0.063940	239.407	80
sequential	237	0.065075	243.361	147
sequential	238	0.066600	248.658	158
sequential	239	0.068105	253.867	143
sequential	240	0.069585	258.972	153
sequential	241	0.071440	265.345	218
sequential	242	0.073705	273.090	235
sequential	243	0.075550	279.369	134
sequential	244	0.077120	284.690	180
sequential	245	0.078845	290.514	165
sequential	246	0.080170	294.971	100
sequential	247	0.081665	299.983	199
sequential	248	0.083535	306.228	175
sequential	249	0.085235	311.880	165
sequential	250	0.087460	319.243	280
sequential	251	0.089590	326.255	146
sequential	252	0.091445	332.331	225
sequential	253	0.093660	339.551	218
sequential	254	0.095900	346.813	230
sequential	255	0.097990	353.552	188
sequential	256	0.099775	359.280	169
sequential	257	0.102245	367.164	325
sequential	258	0.104690	374.920	164
sequential	259	0.106535	380.741	205
sequential	260	0.109205	389.117	329
sequential	261	0.111680	396.830	166
sequential	262	0.113460	402.347	190
sequential	263	0.115595	408.931	237
sequential	264	0.117895	415.983	223
sequential	265	0.120565	424.116	311
sequential	266	0.123935	434.300	363
sequential	267	0.127245	444.215	299
sequential	268	0.130045	452.533	261
sequential	269	0.133025	461.317	335
sequential	270	0.135820	469.492	224
sequential	271	0.138340	476.808	280
sequential	272	0.141355	485.495	323
sequential	273	0.144080	493.284	222
sequential	274	0.146365	499.769	235
sequential	275	0.148980	507.140	288
sequential	276	0.152625	517.322	441
sequential	277	0.155905	526.395	215
sequential	278	0.158545	533.634	313
sequential	279	0.162370	544.024	452
sequential	280	0.166660	555.538	406
sequential	281	0.170310	565.218	324
sequential	282	0.173205	572.820	255
sequential	283	0.176395	581.119	383
sequential	284	0.179665	589.542	271
sequential	285	0.183810	600.096	558
sequential	286	0.188440	611.721	368
sequential	287	0.191890	620.273	322
sequential	288	0.195415	628.912	383
sequential	289	0.199275	638.258	389
sequential	290	0.203535	648.434	463
sequential	291	0.208480	660.064	526
sequential	292	0.214260	673.411	630
sequential	293	0.219505	685.290	419
sequential	294	0.222800	692.641	240
sequential	295	0.226050	699.806	410
sequential	296	0.229440	707.189	268
sequential	297	0.233205	715.282	485
sequential	298	0.237830	725.068	440
sequential	299	0.242035	733.816	401
sequential	300	0.246195	742.332	431
sequential	301	0.249660	749.320	262
sequential	302	0.253485	756.921	503
sequential	303	0.258590	766.885	518
sequential	304	0.264060	777.329	576
sequential	305	0.268685	785.973	349
sequential	306	0.273030	793.938	520
sequential	307	0.277575	802.108	389
sequential	308	0.281425	808.900	381
sequential	309	0.285005	815.109	335
sequential	310	0.288545	821.147	373
sequential	311	0.292325	827.484	383
sequential	312	0.296130	833.748	378
sequential	313	0.299805	839.688	357
sequential	314	0.304075	846.454	497
sequential	315	0.309645	855.060	617
sequential	316	0.315320	863.573	518
sequential	317	0.320050	870.472	428
sequential	318	0.325555	878.276	673
sequential	319	0.332150	887.306	646
sequential	320	0.338275	895.380	579
sequential	321	0.343025	901.435	371
sequential	322	0.347640	907.146	552
sequential	323	0.353220	913.823	564
sequential	324	0.358230	919.605	438
sequential	325	0.362675	924.567	451
sequential	326	0.367340	929.605	482
sequential	327	0.372165	934.633	483
sequential	328	0.377300	939.779	544
sequential	329	0.381640	943.964	324
sequential	330	0.386710	948.662	690
sequential	331	0.393745	954.839	717
sequential	332	0.401500	961.191	834
sequential	333	0.408770	966.708	620
sequential	334	0.415170	971.215	660
sequential	335	0.419960	974.374	298
sequential	336	0.425360	977.715	782
sequential	337	0.432805	981.939	707
sequential	338	0.438215	984.730	375
sequential	339	0.443375	987.174	657
sequential	340	0.450930	990.369	854
sequential	341	0.457855	992.895	531
sequential	342	0.462395	994.343	377
sequential	343	0.468010	995.907	746
sequential	344	0.475465	997.592	745
sequential	345	0.481140	998.577	390
sequential	346	0.485345	999.141	451
sequential	347	0.489985	999.599	477
sequential	348	0.494115	999.861	349
sequential	349	0.498010	999.984	430
sequential	350	0.502080	999.983	384
sequential	351	0.506155	999.848	431
sequential	352	0.511170	999.501	572
sequential	353	0.516865	998.862	567
sequential	354	0.522725	997.934	605
sequential	355	0.527430	996.990	336
sequential	356	0.532175	995.859	613
sequential	357	0.538205	994.162	593
sequential	358	0.543065	992.582	379
sequential	359	0.547195	991.091	447
sequential	360	0.552065	989.157	527
sequential	361	0.558425	986.346	745
sequential	362	0.564290	983.467	428
sequential	363	0.568210	981.390	356
sequential	364	0.571905	979.319	383
sequential	365	0.575315	977.311	299
sequential	366	0.579200	974.909	478
sequential	367	0.583495	972.114	381
sequential	368	0.587810	969.158	482
sequential	369	0.592750	965.590	506
sequential	370	0.599695	960.244	883
sequential	371	0.606075	954.992	393
sequential	372	0.611725	950.070	737
sequential	373	0.618310	944.011	580
sequential	374	0.622310	940.161	220
sequential	375	0.624975	937.525	313
sequential	376	0.628730	933.714	438
sequential	377	0.632330	929.955	282
sequential	378	0.636595	925.367	571
sequential	379	0.642830	918.398	676
sequential	380	0.647950	912.443	348
sequential	381	0.651995	907.590	461
sequential	382	0.656750	901.718	490
sequential	383	0.660995	896.322	359
sequential	384	0.664660	891.548	374
sequential	385	0.668670	886.202	428
sequential	386	0.673485	879.612	535
sequential	387	0.678640	872.351	496
sequential	388	0.683775	864.907	531
sequential	389	0.687685	859.097	251
sequential	390	0.691810	852.836	574
sequential	391	0.696570	845.441	378
sequential	392	0.700250	839.600	358
sequential	393	0.703425	834.473	277
sequential	394	0.706275	829.802	293
sequential	395	0.709960	823.667	444
sequential	396	0.713595	817.509	283
sequential	397	0.716995	811.653	397
sequential	398	0.720875	804.857	379
sequential	399	0.724875	797.725	421
sequential	400	0.727900	792.246	184
sequential	401	0.730530	787.424	342
sequential	402	0.733405	782.088	233
sequential	403	0.736000	777.216	286
sequential	404	0.739730	770.118	460
sequential	405	0.743370	763.084	268
sequential	406	0.746310	757.326	320
sequential	407	0.749635	750.729	345
sequential	408	0.753610	742.728	450
sequential	409	0.757130	735.537	254
sequential	410	0.760600	728.351	440
sequential	411	0.764045	721.121	249
sequential	412	0.766745	715.388	291
sequential	413	0.769455	709.576	251
sequential	414	0.773565	700.649	571
sequential	415	0.778100	690.642	336
sequential	416	0.782090	681.701	462
sequential	417	0.785680	673.548	256
sequential	418	0.788780	666.424	364
sequential	419	0.791690	659.668	218
sequential	420	0.793805	654.714	205
sequential	421	0.797005	647.152	435
sequential	422	0.800445	638.931	253
sequential	423	0.802810	633.224	220
sequential	424	0.805545	626.569	327
sequential	425	0.809955	615.712	555
sequential	426	0.814815	603.566	417
sequential	427	0.818280	594.791	276
sequential	428	0.821065	587.669	281
sequential	429	0.823915	580.316	289
sequential	430	0.826100	574.635	148
sequential	431	0.827495	570.988	131
sequential	432	0.829145	566.654	199
sequential	433	0.831300	560.961	232
sequential	434	0.833460	555.218	200
sequential	435	0.834860	551.475	80
sequential	436	0.836080	548.201	164
sequential	437	0.838045	542.902	229
sequential	438	0.839825	538.076	127
sequential	439	0.840990	534.903	106
sequential	440	0.843575	527.825	411
sequential	441	0.847335	517.434	341
sequential	442	0.850740	507.926	340
sequential	443	0.853125	501.211	137
sequential	444	0.854575	497.106	153
sequential	445	0.856490	491.660	230
sequential	446	0.858400	486.198	152
sequential	447	0.859655	482.593	99
sequential	448	0.860655	479.712	101
sequential	449	0.862490	474.404	266
sequential	450	0.865125	466.735	261
sequential	451	0.867825	458.819	279
sequential	452	0.870275	451.586	211
sequential	453	0.872245	445.735	183
sequential	454	0.874445	439.164	257
sequential	455	0.876605	432.675	175
sequential	456	0.878335	427.451	171
sequential	457	0.879890	422.734	140
sequential	458	0.881485	417.877	179
sequential	459	0.883310	412.294	186
sequential	460	0.885525	405.482	257
sequential	461	0.888125	397.436	263
sequential	462	0.890585	389.773	229
sequential	463	0.893020	382.141	258
sequential	464	0.895290	374.983	196
sequential	465	0.896765	370.310	99
sequential	466	0.897750	367.180	98
sequential	467	0.898940	363.388	140
sequential	468	0.900255	359.184	123
sequential	469	0.902010	353.552	228
sequential	470	0.904040	347.007	178
sequential	471	0.905250	343.090	64
sequential	472	0.906060	340.461	98
sequential	473	0.906790	338.088	48
sequential	474	0.907460	335.905	86
sequential	475	0.908345	333.017	91
sequential	476	0.909125	330.467	65
sequential	477	0.909645	328.764	39
sequential	478	0.910335	326.501	99
sequential	479	0.911440	322.869	122
sequential	480	0.912435	319.589	77
sequential	481	0.913415	316.352	119
sequential	482	0.914550	312.593	108
sequential	483	0.915405	309.755	63
sequential	484	0.916220	307.044	100
sequential	485	0.917200	303.777	96
sequential	486	0.918015	301.054	67
sequential	487	0.918605	299.079	51
sequential	488	0.918985	297.806	25
sequential	489	0.919455	296.230	69
sequential	490	0.920250	293.560	90
sequential	491	0.921080	290.767	76
sequential	492	0.921860	288.137	80
sequential	493	0.922900	284.622	128
sequential	494	0.924215	280.167	135
sequential	495	0.925760	274.914	174
sequential	496	0.927515	268.924	177
sequential	497	0.929120	263.424	144
sequential	498	0.930210	259.677	74
sequential	499	0.930870	257.404	58
sequential	500	0.931445	255.421	57
sequential	501	0.932165	252.934	87
sequential	502	0.933180	249.420	116
sequential	503	0.934525	244.752	153
sequential	504	0.936100	239.267	162
sequential	505	0.937615	233.972	141
sequential	506	0.939030	229.011	142
sequential	507	0.940360	224.332	124
sequential	508	0.941450	220.488	94
sequential	509	0.942315	217.430	79
sequential	510	0.943010	214.969	60
sequential	511	0.943545	213.071	47
sequential	512	0.944015	211.403	47
sequential	513	0.944515	209.626	53
sequential	514	0.944990	207.936	42
sequential	515	0.945350	206.654	30
sequential	516	0.945720	205.335	44
sequential	517	0.946345	203.105	81
sequential	518	0.947390	199.369	128
sequential	519	0.948680	194.745	130
sequential	520	0.949780	190.792	90
sequential	521	0.950595	187.857	73
sequential	522	0.951420	184.880	92
sequential	523	0.952350	181.518	94
sequential	524	0.953315	178.022	99
sequential	525	0.954270	174.555	92
sequential	526	0.955145	171.372	83
sequential	527	0.956020	168.183	92
sequential	528	0.956995	164.622	103
sequential	529	0.958055	160.742	109
sequential	530	0.959115	156.854	103
sequential	531	0.960010	153.563	76
sequential	532	0.960665	151.151	55
sequential	533	0.961140	149.400	40
sequential	534	0.961470	148.182	26
sequential	535	0.961690	147.369	18
sequential	536	0.961975	146.316	39
sequential	537	0.962430	144.634	52
sequential	538	0.962910	142.857	44
sequential	539	0.963320	141.338	38
sequential	540	0.963755	139.725	49
sequential	541	0.964250	137.888	50
sequential	542	0.964725	136.123	45
sequential	543	0.965200	134.356	50
sequential	544	0.965655	132.662	41
sequential	545	0.966075	131.096	43
sequential	546	0.966555	129.306	53
sequential	547	0.967145	127.102	65
sequential	548	0.967810	124.615	68
sequential	549	0.968555	121.825	81
sequential	550	0.969360	118.805	80
sequential	551	0.970140	115.874	76
sequential	552	0.970880	113.088	72
sequential	553	0.971540	110.600	60
sequential	554	0.972105	108.467	53
sequential	555	0.972650	106.408	56
sequential	556	0.973165	104.460	47
sequential	557	0.973665	102.566	53
sequential	558	0.974205	100.518	55
sequential	559	0.974705	98.621	45
sequential	560	0.975080	97.196	30
sequential	561	0.975345	96.189	23
sequential	562	0.975570	95.333	22
sequential	563	0.975805	94.438	25
sequential	564	0.976045	93.525	23
sequential	565	0.976275	92.648	23
sequential	566	0.976485	91.848	19
sequential	567	0.976650	91.219	14
sequential	568	0.976860	90.418	28
sequential	569	0.977160	89.273	32
sequential	570	0.977475	88.070	31
sequential	571	0.977800	86.829	34
sequential	572	0.978155	85.471	37
sequential	573	0.978530	84.036	38
sequential	574	0.978875	82.715	31
sequential	575	0.979140	81.699	22
sequential	576	0.979340	80.933	18
sequential	577	0.979560	80.089	26
sequential	578	0.979880	78.861	38
sequential	579	0.980255	77.421	37
sequential	580	0.980630	75.979	38
sequential	581	0.981005	74.537	37
sequential	582	0.981315	73.343	25
sequential	583	0.981555	72.419	23
sequential	584	0.981775	71.571	21
sequential	585	0.981975	70.800	19
sequential	586	0.982180	70.010	22
sequential	587	0.982460	68.929	34
sequential	588	0.982825	67.520	39
sequential	589	0.983220	65.994	40
sequential	590	0.983625	64.427	41
sequential	591	0.983970	63.092	28
sequential	592	0.984235	62.066	25
sequential	593	0.984510	61.000	30
sequential	594	0.984840	59.721	36
sequential	595	0.985190	58.363	34
sequential	596	0.985495	57.178	27
sequential	597	0.985795	56.013	33
sequential	598	0.986115	54.769	31
sequential	599	0.986395	53.680	25
sequential	600	0.986630	52.765	22
sequential	601	0.986820	52.025	16
sequential	602	0.986965	51.460	13
sequential	603	0.987080	51.012	10
sequential	604	0.987215	50.486	17
sequential	605	0.987380	49.843	16
sequential	606	0.987555	49.160	19
sequential	607	0.987725	48.497	15
sequential	608	0.987900	47.814	20
sequential	609	0.988135	46.897	27
sequential	610	0.988375	45.959	21
sequential	611	0.988560	45.237	16
sequential	612	0.988740	44.533	20
sequential	613	0.988965	43.653	25
sequential	614	0.989210	42.694	24
sequential	615	0.989405	41.931	15
sequential	616	0.989505	41.539	5
sequential	617	0.989570	41.285	8
sequential	618	0.989650	40.972	8
sequential	619	0.989745	40.599	11
sequential	620	0.989860	40.149	12
sequential	621	0.989980	39.678	12
sequential	622	0.990105	39.188	13
sequential	623	0.990240	38.659	14
sequential	624	0.990375	38.129	13
sequential	625	0.990490	37.678	10
sequential	626	0.990570	37.364	6
sequential	627	0.990625	37.148	5
sequential	628	0.990680	36.933	6
sequential	629	0.990775	36.560	13
sequential	630	0.990900	36.069	12
sequential	631	0.991015	35.617	11
sequential	632	0.991115	35.224	9
sequential	633	0.991220	34.812	12
sequential	634	0.991355	34.281	15
sequential	635	0.991480	33.790	10
sequential	636	0.991580	33.396	10
sequential	637	0.991675	33.023	9
sequential	638	0.991745	32.747	5
sequential	639	0.991795	32.551	5
sequential	640	0.991850	32.334	6
sequential	641	0.991915	32.079	7
sequential	642	0.991990	31.783	8
sequential	643	0.992080	31.429	10
sequential	644	0.992200	30.957	14
sequential	645	0.992335	30.425	13
sequential	646	0.992485	29.834	17
sequential	647	0.992590	29.420	4
sequential	648	0.992705	28.967	19
sequential	649	0.992885	28.258	17
sequential	650	0.993030	27.686	12
sequential	651	0.993145	27.232	11
sequential	652	0.993245	26.837	9
sequential	653	0.993360	26.384	14
sequential	654	0.993505	25.811	15
